angle_deg,shared_amplitude,checkerboard_amplitude
-58.65,0.0109603255127887,0.0361639649346955
-58.6,0.0104097665045722,0.0344246363009572
-58.55,0.00985296568198562,0.0326568993905089
-58.5,0.00929019107605517,0.0308614318131751
-58.45,0.00872171591540906,0.029038934017817
-58.4,0.00814781851727732,0.0271901292153086
-58.35,0.00756878217403872,0.0253157632868035
-58.3,0.00698489503529885,0.0234166046770794
-58.25,0.00639644998554144,0.0214934442727806
-58.2,0.00580374451735399,0.0195470952653544
-58.15,0.00520708060026555,0.0175783929985129
-58.1,0.0046067645452131,0.0155881948000454
-58.05,0.00400310686467291,0.0135773797977959
-58,0.00339642212848231,0.0115468487196727
-57.95,0.0027870288154046,0.00949752367750882
-57.9,0.00217524916046235,0.00743034793465579
-57.85,0.00156140899809436,0.00534628565715189
-57.8,0.000945837601178359,0.00324632164834642
-57.75,0.000328867515977508,0.00113146106685463
-57.7,0.000289165606943127,0.000997270872259933
-57.65,0.000907923185750933,0.00313882921318388
-57.6,0.00152706388429451,0.00529214959202864
-57.55,0.00214624379287445,0.00745614858655885
-57.5,0.00276511661278225,0.00962972408305227
-57.45,0.00338333384452087,0.0118117556603515
-57.4,0.00400054497963592,0.0140011049911645
-57.35,0.00461639769607087,0.0161966162606521
-57.3,0.00523053805696049,0.0183971166023404
-57.25,0.00584261071277207,0.0206014165513746
-57.2,0.00645225910669973,0.0228083105151213
-57.15,0.00705912568321819,0.0250165772611312
-57.1,0.00766285209968396,0.0272249804224255
-57.05,0.00826307944089219,0.0294322690201085
-57,0.00885944843646558,0.0316371780032431
-56.95,0.00945159968097253,0.0338384288059618
-56.9,0.010039173856654,0.0360347299217288
-56.85,0.0106218119586365,0.0382247774947016
-56.8,0.0111991555225082,0.0404072559280836
-56.75,0.0117708468541355,0.0425808385093837
-56.7,0.0123365292615766,0.0447441880524563
-56.65,0.012895847288968,0.0468959575561934
-56.6,0.0134484469522428,0.0490347908797479
-56.55,0.0139939759765306,0.0511593234340995
-56.5,0.0145320840351091,0.0532681828898298
-56.45,0.015062422989741,0.0553599899008929
-56.4,0.015584647132257,0.057433358844205
-56.35,0.0160984134272235,0.0594868985748295
-56.3,0.0166033817555384,0.0615192131965432
-56.25,0.0170992151587929,0.0635289028475252
-56.2,0.0175855800842332,0.0655145645009315
-56.15,0.0180621466301605,0.0674747927800759
-56.1,0.0185285887915875,0.069408180787931
-56.05,0.0189845847059911,0.0713133209506483
-56,0.019429816898979,0.0731888058747967
-55.95,0.0198639725296887,0.0750332292179653
-55.9,0.0202867436357478,0.0768451865724055
-55.85,0.0206978273776031,0.0786232763613455
-55.8,0.0210969262820379,0.0803661007475901
-55.75,0.0214837484846884,0.0820722665540382
-55.7,0.0218580079713728,0.0837403861956923
-55.65,0.0222194248180392,0.0853690786227431
-55.6,0.0225677254291334,0.0869569702743002
-55.55,0.0229026427742074,0.0885026960423066
-55.5,0.023223916622558,0.0900049002451836
-55.45,0.023531293775701,0.0914622376107061
-55.4,0.0238245282974892,0.0928733742676254
-55.35,0.0241033817416641,0.094236988745529
-55.3,0.0243676233766499,0.0955517729823973
-55.25,0.024617030407381,0.0968164333393307
-55.2,0.0248513881939649,0.0980296916218848
-55.15,0.025070490466978,0.099190286107437
-55.1,0.0252741395391841,0.100296972578012
-55.05,0.0254621465134872,0.101348525357967
-55,0.0256343314868982,0.102343738355902
-54.95,0.0257905237503265,0.10328142611021
-54.9,0.0259305619839835,0.104160424837578
-54.85,0.0260542944482042,0.104979593483829
-54.8,0.0261615791694767,0.105737814776411
-54.75,0.0262522841214936,0.106433996277862
-54.7,0.0263262874010032,0.107067071439565
-54.65,0.0263834773982878,0.107636000655079
-54.6,0.0264237529620508,0.108139772312341
-54.55,0.0264470235585286,0.10857740384399
